Link ID,Body size reference,Body size methodology,mass.units,length.units,Taxonomy consumer,Lifestage consumer,Common name(s) consumer,Metabolic category consumer,Type of feeding interaction,Minimum length (m) consumer,Mean length (m) consumer,Maximum length (m) consumer,Minimum mass (g) consumer,Mean mass (g) consumer,Maximum mass (g) consumer,Taxonomy resource,Lifestage - resource,Common name(s) resource,Metabolic category resource,Minimum length (m) resource,Mean length (m) resource,Maximum length (m) resource,Minimum mass (g) resource,Mean mass (g) resource,Maximum mass (g) resource,Consumer/resource body mass ratio,Notes
16764,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera physalus,adult,Fin whale,endotherm vertebrate,predacious,NA,27,NA,NA,NA,59819000,Champsocephalus gunnari ,adult,Icefish,ectotherm vertebrate,NA,0.66,NA,NA,NA,2000,38413.90192,NA
16765,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera physalus,adult,Fin whale,endotherm vertebrate,predacious,NA,27,NA,NA,NA,59819000,Myctophidae,adult,Myctophid fish,ectotherm vertebrate,0.031,0.08653,0.25,NA,NA,NA,7115376.891,NA
16766,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera physalus,adult,Fin whale,endotherm vertebrate,predacious,NA,27,NA,NA,NA,59819000,Fish,adult,Fish,ectotherm vertebrate,0.031,0.1671,1.38,NA,NA,NA,1311193.722,NA
16767,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera physalus,adult,Fin whale,endotherm vertebrate,predacious,NA,27,NA,NA,NA,59819000,Squid,adult,Squid,Invertebrate,0.1,0.45,2.5,NA,NA,NA,128861.3701,NA
16768,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera physalus,adult,Fin whale,endotherm vertebrate,predacious,NA,27,NA,NA,NA,59819000,Zooplankton,adult,Zooplankton,Invertebrate,0.00015,0.002,NA,NA,NA,NA,8.14E+11,NA
16769,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera physalus,adult,Fin whale,endotherm vertebrate,predacious,NA,27,NA,NA,NA,59819000,Euphausiacea,adult,Euphausiacea,Invertebrate,0.00617,0.0172,0.03631,NA,NA,NA,8878149979,NA
16770,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera acutorostrata,adult,Minke whale,endotherm vertebrate,predacious,NA,10.7,NA,NA,NA,7011000,Myctophidae,adult,Myctophid fish,ectotherm vertebrate,0.031,0.08653,0.25,NA,NA,NA,723281.4758,NA
16771,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera acutorostrata,adult,Minke whale,endotherm vertebrate,predacious,NA,10.7,NA,NA,NA,7011000,Fish,adult,Fish,ectotherm vertebrate,0.031,0.1671,1.38,NA,NA,NA,133283.4712,NA
16772,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera acutorostrata,adult,Minke whale,endotherm vertebrate,predacious,NA,10.7,NA,NA,NA,7011000,Zooplankton,adult,Zooplankton,Invertebrate,0.00015,0.002,NA,NA,NA,NA,82771086935,NA
16773,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Balaenoptera acutorostrata,adult,Minke whale,endotherm vertebrate,predacious,NA,10.7,NA,NA,NA,7011000,Euphausiacea,adult,Euphausiacea,Invertebrate,0.00617,0.0172,0.03631,NA,NA,NA,902468206.1,NA
16774,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Dissostichus mawsoni,adult,Toothfish,ectotherm vertebrate,0.104,1.38,NA,NA,NA,NA,2119.735512,NA
16775,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Champsocephalus gunnari ,adult,Icefish,ectotherm vertebrate,NA,0.66,NA,NA,NA,NA,14110.51983,NA
16776,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Myctophidae,adult,Myctophid fish,ectotherm vertebrate,0.031,0.08653,0.25,NA,NA,NA,2613680.508,NA
16777,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Fish,adult,Fish,ectotherm vertebrate,0.031,0.1671,1.38,NA,NA,NA,481638.7842,NA
16778,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Crustacea,adult,Crustacea,Invertebrate,0.0002,0.12,NA,NA,NA,NA,55170407.18,NA
16779,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Euphausiacea,adult,Euphausiacea,Invertebrate,0.00617,0.0172,0.03631,NA,NA,NA,3261197250,NA
16780,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Physeter macrocephalus,adult,Sperm whale,endotherm vertebrate,predacious,NA,18,NA,NA,NA,26939000,Squid,adult,Squid,Invertebrate,0.1,0.45,2.5,NA,NA,NA,47334.44994,NA
16781,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Megaptera novaeangliae,adult,Humpback whale,endotherm vertebrate,predacious,NA,18.6,NA,NA,NA,32493000,Euphausiacea,adult,Euphausiacea,Invertebrate,0.00617,0.0172,0.03631,NA,NA,NA,3536315072,NA
16782,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Orcinus orca,adult,Killer whale,endotherm vertebrate,predacious,NA,9.8,NA,NA,NA,2587000,Squid,adult,Squid,Invertebrate,0.1,0.45,2.5,NA,NA,NA,10543.44784,NA
16783,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Orcinus orca,adult,Killer whale,endotherm vertebrate,predacious,NA,9.8,NA,NA,NA,2587000,Cetaceans,adult,Whales,endotherm vertebrate,NA,1.8,NA,NA,NA,120000,65.7363096,NA
16784,"Jacob, Brey & Mintenbeck unpublished",published account,g,m,Orcinus orca,adult,Killer whale,endotherm vertebrate,predacious,NA,9.8,NA,NA,NA,2587000,Balaenoptera acutorostrata,adult,Minke whales,endotherm vertebrate,NA,10.7,NA,NA,NA,7011000,0.804915844,NA
